car_id,license_plate,brand,model,year,vin,color,owner_id
916,EО435 01,Kia,Rio,2001,HLPVE7J05GYVU6622,Античный Белый,685
917,СE710 12,Toyota,RAV4,2025,0GLUH8WF1XFEC9969,Темно-зеленый,370
918,3876СС 85,Hyundai,Creta,2014,S0NZ8VDU1B0FM8165,Лазурный,903
919,У7873 163,Lada,Vesta,2020,982RGS2C6N4SW3429,Коралловый,332
920,006CD6 134,Lada,Niva,2016,64VSVWVT0553N7397,Оранжево-красный,649
921,4689ТK 39,Kia,Optima,2008,3PDYH3UA74FF04261,Темно-оранжевый,593
922,7365BС 89,Volkswagen,Tiguan,2012,H8TS6D0K4XBGW0635,Серый,670
923,ТС726 86,Hyundai,Creta,2018,L31W9KEZ9ZUUA5800,Бирюзовый,670
924,005D051 49,Lada,Niva,2008,2KZWENYP5FRJS4345,Сине-фиолетовый,386
925,007CD7 77,Toyota,RAV4,2012,W00A0UKR7310Y1533,Античный Белый,362
926,РН769 799,Kia,Sportage,2025,UF3L7GNF58U508690,Цвет морской волны,494
927,Р000ОТ 17,Volkswagen,Polo,2016,NPNEA0GG5BDB95565,Сине-фиолетовый,904
928,ХС4139 164,Toyota,Corolla,2005,6VSCD4F693X1N5695,Красный,236
929,006T951 03,Lada,Niva,2020,UDT859YJ0WC2R0811,Светло-зеленый,288
930,8214НE 94,Toyota,Camry,2005,VS9ZF1BJ4ZN4L0521,Золотой,162
931,С191EУ 71,Kia,Optima,2022,4GNTLG5HXUNKW4093,Черный,837
932,7054СР 54,Lada,Niva,2007,X3MSR0E21KHS70560,Фуксия,425
933,B350ОО 164,Kia,Optima,2003,RU4P2N2Z7MYDX5576,Светло-зеленый,494
934,009CD1 54,Hyundai,Creta,2006,YHEW03CLX28292196,Индиго,605
935,M1424 41,Toyota,RAV4,2026,A67549UT2C7EF2377,Античный Белый,421
936,1452KР 88,Lada,Vesta,2001,1DKRDCBZ4TLSS7425,Зеленый,131
937,5800AХ 163,Volkswagen,Tiguan,2004,ND8LXP469MW745438,Слоновая кость,645
938,Т9148 86,Volkswagen,Polo,2018,8N8JHUT678W639954,Античный Белый,151
939,Н2666 89,Lada,Vesta,2008,PJLMFSEY7N3AE7665,Темно-оранжевый,945
940,EK6226 174,Toyota,RAV4,2012,HZK7S7KR9SDM42883,Бледно-зеленый,614
941,KK5131 136,Volkswagen,Polo,2023,NU87V1AY4KKWC8473,Ярко-розовый,746
942,ХE917 66,Kia,Rio,2006,5TAANMHC5K1VK1357,Ярко-розовый,460
943,AР9729 173,Volkswagen,Golf,2015,7YNTMVY41JG0M6183,Коричневый,175
944,С954НН 716,Toyota,Corolla,2019,9J7P9ZUF55U6V4840,Бежевый,147
945,006T491 53,Volkswagen,Tiguan,2019,KLDFYNB227HU71569,Золотой,676
946,001D573 35,Volkswagen,Jetta,2005,XUH16CH541Y8P7810,Слоновая кость,742
947,004CD5 121,Kia,Sportage,2019,KN7HNLCY1WBSU3680,Пурпурный,605
948,С843СС 16,Lada,Vesta,2012,RK9WAC239HGM17046,Темно-зеленый,395
949,У604НХ 24,Toyota,Camry,2000,4Z6ZXED44F9WB0276,Васильковый,208
950,РK950 48,Volkswagen,Golf,2026,D0R3M4GW90ATP3535,Темный хаки,154
951,0539РK 54,Volkswagen,Polo,2005,P7CNUJ0T4WAWG0600,Античный Белый,488
952,001D431 196,Volkswagen,Polo,2025,J656CUPTXJBU34025,Лазурный,545
953,E2384 38,Volkswagen,Polo,2002,PWCLKPA04YLBH5174,Каштановый,494
954,Р6551 29,Toyota,RAV4,2017,ZZMUCCUY34D616657,Синий,848
955,EУ338 80,Lada,Niva,2020,NDGB5KJZXWJZE3545,Каштановый,442
956,С8252 164,Volkswagen,Golf,2011,JD3CMFMB3CJRT1517,Аквамарин,896
957,С4715 78,Lada,Niva,2016,LT72353D69DMP0221,Сине-фиолетовый,440
958,BО232 62,Toyota,Corolla,2025,G7G9ATE99GLCX6214,Сине-фиолетовый,788
959,УA5196 79,Hyundai,Creta,2018,VYZ368N7XKBCB3268,Сливовый,824
960,003D554 73,Volkswagen,Polo,2013,3DCRC63M8FBC77197,Тусклый серый,138
961,НН7876 29,Kia,Sportage,2024,R1BDMUJ2XUZ6P9309,Античный Белый,239
962,Х7969 39,Lada,Granta,2019,78JWHR8B730J63190,Фуксия,898
963,BР8637 85,Volkswagen,Golf,2008,MDCAX39Z0UZUP9966,Белый,194
964,3116EB 14,Lada,Niva,2023,SN6KGWDS82MNV5431,Хаки,809
965,У302РН 73,Lada,Niva,2016,3MRVCMKD3GHMA4231,Красный,121
966,E860ОE 02,Volkswagen,Polo,2012,Z73H48L88N4N14140,Бледно-зеленый,671
967,Х474ХE 69,Toyota,RAV4,2025,ETG5BATK4EBJM7254,Темно-голубой,324
968,0424AС 18,Hyundai,Creta,2003,WJH9PFSM6B2772768,Васильковый,159
969,MО142 89,Hyundai,Tucson,2018,3Y1A1W1U955XM3515,Оранжево-красный,260
970,KB025 38,Kia,Optima,2013,FYX1R4KFXWBPC7758,Индиго,579
971,Р015KK 41,Kia,Optima,2008,21CBMRTH6F57N7413,Синий,697
972,8394СХ 53,Hyundai,Solaris,2013,A0TUC6PK72DK83099,Темно-зеленый,566
973,Н536ОР 19,Volkswagen,Golf,2005,DSKTCM6K49D9L5228,Бледно-Бирюзовый,380
974,MС297 38,Volkswagen,Golf,2008,GTNVWLFE1Y1RJ5219,Античный Белый,315
975,M2315 150,Volkswagen,Jetta,2024,30KGWZD11SC0Y7501,Оранжевый,723
976,K914BA 61,Hyundai,Tucson,2004,9RSCTKAW1GLJC2126,Золотой,876
977,О9674 196,Lada,Niva,2007,XBRZTC169Y97V3332,Античный Белый,458
978,УО199 96,Toyota,Camry,2006,5JJ7N8KW33DJL5616,Розовый,521
979,ОA822 82,Hyundai,Creta,2025,WLS5K61R3ACAM6159,Ярко-розовый,564
980,8850ОТ 03,Volkswagen,Polo,2005,C4EJX56B129EP0273,Оранжевый,399
981,1292AР 27,Lada,Vesta,2026,0C3DFP0E0N5783989,Темно-зеленый,149
982,009T773 92,Hyundai,Tucson,2013,WAVWRVAFXB9RT6084,Темно-розовый,91
983,M486НР 50,Lada,Granta,2007,C2S02R5KX8ZV08499,Бежевый,380
984,ТС130 02,Lada,Niva,2001,HFD8J6851C2M17963,Индиго,742
985,ТН4432 76,Hyundai,Creta,2019,7A10HG8T1TBH41693,Светло-синий,672
986,005T163 88,Volkswagen,Jetta,2022,FZ7CY1LX8XTAB4103,Зеленый,987
987,009D415 84,Volkswagen,Polo,2024,PDN6UELYXJHUT8116,Белый,840
988,7132УТ 14,Toyota,RAV4,2015,74B7MM876847J8581,Золотой,450
989,E535УТ 68,Lada,Vesta,2021,ZAZ17H489E6SY2356,Белый,954
990,О2716 34,Volkswagen,Jetta,2006,WHWZW65C1V3N68347,Античный Белый,35
991,004T730 07,Volkswagen,Tiguan,2019,BA7D86KZ4E2HJ2414,Темно-бирюзовый,174
992,Т8942 58,Lada,Granta,2007,TEK226VT1HP148933,Темный хаки,671
993,Т113УA 38,Lada,Vesta,2002,2VRR5X1R4HTK91668,Бирюзовый,283
994,009CD8 79,Hyundai,Creta,2021,9K5Z7RS954LPV3444,Коралловый,405
995,РР1396 136,Hyundai,Tucson,2006,S025T1HJ1525V1723,Бежевый,531
996,006D863 76,Lada,Niva,2022,97PDNZG47W6AT4705,Темно-фиолетовый,71
997,Н4165 68,Lada,Niva,2009,RTW7MW866272M1207,Оранжевый,744
998,5967УТ 134,Volkswagen,Jetta,2011,TBPM9NWT0CNZG1503,Светло-голубой,987
999,С186УУ 85,Kia,Rio,2019,C1GDH0AY2815F8532,Темно-серый,987
1000,0904AA 44,Toyota,Corolla,2012,YTNK27K310NVY5650,Лазурный,589
1001,009T095 113,Lada,Granta,2005,0W1HSCS5XCTHC9918,Золотой,417
1002,ОТ163 196,Volkswagen,Polo,2017,VX5WWLBT67NHW9426,Светло-голубой,75
1003,4124НE 77,Volkswagen,Jetta,2010,X3P3XMM37J6RV5624,Светло-синий,970
1004,0139BТ 37,Lada,Niva,2008,W4VH6KA29KDB51349,Темно-бирюзовый,898
1005,M247СО 136,Volkswagen,Jetta,2022,NVBDTAXE21FKL3089,Серебряный,454
1006,MО3210 57,Hyundai,Tucson,2015,JRT7YWC4X5ZHS7909,Ярко-розовый,789
1007,B0995 123,Toyota,Corolla,2024,63DNSALX9302N6210,Индиго,470
1008,5000MM 90,Hyundai,Tucson,2000,5NURF3PV10B2A2756,Коричневый,494
1009,Н8390 57,Lada,Granta,2002,CW28EXS290HC07203,Темно-серый,392
1010,007D567 78,Toyota,RAV4,2022,HRRLDBH80TZ3Y4842,Ярко-розовый,236
1011,РУ6585 76,Kia,Sportage,2011,PSKP6BH97R9P67934,Серый,529
1012,EE3511 777,Volkswagen,Polo,2022,XSFG5HJX0TCV57747,Аквамарин,853
1013,BС277 173,Kia,Rio,2009,4TZRVJB17JSB05057,Белый,96
1014,О465BС 70,Hyundai,Tucson,2023,L8NE695J0ZX4U1382,Бледно-зеленый,841
1015,5146ОA 121,Kia,Rio,2017,Y1NFTW375RK595522,Темный хаки,954
1016,Н2957 99,Toyota,Corolla,2010,CL8RF91B7D6Z42711,Бежевый,363
1017,BХ980 08,Toyota,RAV4,2008,GVLMPVYF6BE5C4328,Шоколадный,188
1018,001T836 196,Toyota,Corolla,2023,GFNZ1HRY3LZHM3297,Желто-зеленый,205
1019,РB702 47,Toyota,RAV4,2007,KSHN24RS6C4T00947,Желто-зеленый,894
1020,ОХ8899 81,Kia,Rio,2007,BHHKRF600BWKF8420,Бледно-Бирюзовый,208
1021,9811EE 09,Toyota,RAV4,2011,B5M79ZN673LJ73684,Сливовый,160
1022,У2370 01,Lada,Vesta,2002,VYXP543D1XFJW2260,Розовато-лавандовый,693
1023,003D267 46,Hyundai,Tucson,2000,KUHE54D95GFVU3385,Слоновая кость,783
1024,AХ858 32,Volkswagen,Polo,2015,5UHMT09H90NPZ3121,Розовато-лавандовый,381
1025,9230РС 123,Volkswagen,Jetta,2015,H89MW2TV3BKGM0779,Темно-бирюзовый,920
1026,005D971 121,Volkswagen,Jetta,2015,E8PTYD834JLUE2426,Светло-зеленый,188
1027,ОС5831 03,Volkswagen,Jetta,2012,1CNNZX9R33BY53275,Светло-желтый,228
1028,ОM102 42,Volkswagen,Tiguan,2001,VA2YFUTK8L18S9706,Бледно-зеленый,539
1029,003D356 125,Hyundai,Creta,2017,CM2B558ZX39B97000,Бежевый,34
1030,KE0893 63,Volkswagen,Jetta,2012,R42JUR5V4XBGW1014,Белый,882
1031,ТТ1739 11,Toyota,Corolla,2003,STL4SZZP1WC8U7602,Аквамарин,716
1032,НA450 67,Volkswagen,Golf,2010,C9W4N0H69UKRT6945,Золотой,706
1033,О6914 30,Lada,Vesta,2021,ZK12118D9ZHY77437,Аквамарин,216
1034,K3225 92,Hyundai,Tucson,2003,EEXUA0DF9MH8X4501,Хаки,334
1035,Н8661 10,Kia,Optima,2008,432N68RA9DDKZ4793,Бледно-зеленый,192
1036,4026ТУ 196,Volkswagen,Jetta,2007,E6LNN42Z1WM7D7575,Коричневый,276
1037,8237AУ 89,Hyundai,Tucson,2010,HHGRL27C5PK7K8138,Малиновый,375
1038,2645РA 15,Toyota,Corolla,2013,XVFEY35473NJY6536,Синий,216
1039,РТ108 27,Hyundai,Tucson,2024,RAXWLT1UXUR1P0418,Золотой,382
1040,B8289 88,Kia,Sportage,2008,62XLZUKE7YLEC5830,Розовый,462
1041,K4928 71,Toyota,RAV4,2004,7S8XLSUD2RHAB4549,Аквамарин,590
1042,Т5583 13,Toyota,Camry,2023,1CN4WPSFX3ZNE4491,Темно-красный,277
1043,1927ХE 99,Toyota,RAV4,2013,VZDJ4YC94RX6Y8181,Ярко-розовый,877
1044,001CD0 40,Hyundai,Solaris,2004,J3B4YEU54G7X57457,Розовато-лавандовый,820
1045,УС0000 20,Toyota,Corolla,2025,EF4A8H2GXA7N50113,Светло-розовый,10
1046,РР443 97,Toyota,Corolla,2015,TJLR5KU74SMVK5833,Хаки,138
1047,У487ХХ 123,Volkswagen,Jetta,2025,B1ZEE9RN2R59R6197,Серый,499
1048,У6992 197,Kia,Sportage,2017,V2ZURNWJ0VVLW8659,Хаки,880
1049,Р8007 56,Volkswagen,Polo,2012,3T9CFXFE3J6BU9347,Хаки,102
1050,5707KУ 94,Toyota,Camry,2006,PGS1P06W6D1MZ3213,Фиолетовый,834
1051,У8802 28,Kia,Sportage,2026,NMYSD4ZD751T97079,Темно-синий,645
1052,001T543 54,Lada,Granta,2023,J6YKW1JS8AJLR7117,Темно-зеленый,343
1053,KО0941 73,Kia,Sportage,2011,0SWBH1ZR36F072870,Фуксия,574
1054,О0191 83,Volkswagen,Jetta,2011,W8W81HMA020B60718,Темно-зеленый,21
1055,С050KM 96,Hyundai,Solaris,2011,76XFJ6XGXPKL61465,Фиолетовый,889
1056,KK591 73,Volkswagen,Tiguan,2018,K6NTSC2C9TKZS6338,Темно-розовый,590
1057,A443НE 56,Volkswagen,Tiguan,2024,156TPESG5UXYZ7066,Оранжевый,292
1058,K145EM 90,Kia,Sportage,2021,UH5LDN222H3RD4351,Светло-желтый,523
1059,ТХ651 38,Hyundai,Tucson,2014,0W643K7B0GX276438,Светло-зеленый,911
1060,УA091 96,Lada,Granta,2019,DF0FS9LE1Y88A2865,Сливовый,294
1061,ТХ2830 06,Hyundai,Tucson,2004,UBF8ZDAH56YVS5167,Коричневый,890
1062,009T607 18,Toyota,RAV4,2025,7X00FEL896PFN3353,Желто-зеленый,951
1063,ХС245 05,Kia,Sportage,2020,H2G7HVY65B59J6828,Темно-красный,628
1064,С1636 88,Volkswagen,Golf,2002,Y1DUJVE07GAUC2322,Ярко-розовый,82
1065,6812НM 121,Toyota,Corolla,2007,JM9YHXN166VUK4474,Темно-голубой,322
1066,MB5794 08,Kia,Optima,2009,RLBNDBF97EHP84448,Светло-зеленый,728
1067,5089РР 56,Kia,Optima,2020,GY98LV2U07UBB6250,Аквамарин,405
1068,KУ7149 750,Kia,Sportage,2024,XAJG9U8N8LU942830,Светло-серый,884
1069,С078AТ 82,Kia,Optima,2018,ZBA39NB87CNGY0942,Светло-зеленый,534
1070,K279EТ 102,Hyundai,Creta,2005,AL621AAXXWZFM9825,Бирюзовый,189
1071,3260KE 31,Lada,Vesta,2023,K41WX31E97N4R7817,Светло-голубой,241
1072,EM0888 64,Kia,Optima,2022,A4L8N6B902WJH8660,Коричневый,768
1073,Р590KО 52,Lada,Vesta,2005,ZYFX9N274UZHD2599,Темно-оранжевый,407
1074,ХE867 716,Lada,Vesta,2002,MKBMLY6K3W6647700,Темно-серый,960
1075,KK3592 93,Hyundai,Tucson,2001,XBCH1M6P3TF8H5886,Бледно-зеленый,27
1076,СР611 60,Hyundai,Tucson,2024,K088ZMG85M8XD9265,Темно-серый,86
1077,У6481 150,Lada,Granta,2019,E6DVG216571TF9801,Светло-серый,160
1078,EM326 61,Lada,Niva,2012,GL6ZZ8YZ28NJF5517,Серый,317
1079,3459ХM 88,Toyota,Camry,2023,D2JH43530S6DC0695,Темно-синий,291
1080,О926ОM 04,Hyundai,Tucson,2004,F4VN1M2UX4RV84081,Бежевый,135
1081,7965BA 58,Volkswagen,Tiguan,2000,A2RMDYJH1C6PU5583,Золотой,36
1082,005T493 46,Kia,Sportage,2015,WZ70TZ818B46W7863,Лазурный,479
1083,000CD7 186,Volkswagen,Jetta,2017,8WU9FBLM68AVW8811,Зеленый,456
1084,Н807СM 154,Toyota,RAV4,2017,9GRWU24G2TLY62597,Малиновый,182
1085,MM8479 62,Volkswagen,Golf,2020,6S5G25G21KKUA9054,Оранжево-красный,767
1086,002D165 44,Volkswagen,Golf,2016,WD4WSRSY5B1F75244,Желтый,656
1087,РТ0658 15,Volkswagen,Jetta,2011,79HP4XVE8TZ476350,Светло-зеленый,494
1088,EР662 38,Volkswagen,Tiguan,2025,ENBT16WV8Z5D92655,Бирюзовый,92
1089,B5427 02,Hyundai,Creta,2011,69DC944A9SXK25304,Серебряный,423
1090,B3311 60,Kia,Rio,2009,SJZELTBWXGFFR5318,Темно-красный,11
1091,1529ОM 763,Lada,Niva,2026,W5RRCD4D0Z3W12216,Сине-фиолетовый,777
1092,1557MУ 19,Toyota,Corolla,2009,9P7B7CCJ35KHM0179,Оранжевый,481
1093,РО9625 37,Volkswagen,Polo,2022,TV77Y8930H8VM3457,Золотой,945
1094,ТХ3002 134,Hyundai,Creta,2009,JB9EV6SR7N6VA4333,Черный,10
1095,B292РA 38,Hyundai,Creta,2019,4TXUG948935381731,Аквамарин,237
1096,006D005 134,Lada,Niva,2011,3KMRTSN62NDXB0389,Шоколадный,194
1097,Х9290 30,Hyundai,Tucson,2013,MDBKH2YT2XSLK9657,Темно-голубой,405
1098,9289BM 74,Toyota,Camry,2022,F5AJMFGW3S3ZG4911,Бледно-Бирюзовый,755
1099,С8222 38,Hyundai,Creta,2007,HHJHWKKN8M6GB6944,Коричневый,270
1100,007D299 20,Lada,Granta,2020,G9R4X5EC09VSJ9143,Бледно-зеленый,246
1101,B3955 48,Volkswagen,Jetta,2009,P0M8DVB1X4W2F6773,Каштановый,665
1102,4686EA 98,Volkswagen,Jetta,2013,MD86CA6Z0FZKL3507,Темно-розовый,193
1103,Н681НB 19,Lada,Vesta,2004,GT9WZMSTXAWBK2176,Темно-серый,297
1104,4456НB 49,Lada,Niva,2014,VMD35JGR1LLJM3384,Фиолетовый,633
1105,B221ТУ 86,Hyundai,Creta,2022,ZK7D694N7E20B9308,Коралловый,638
1106,002CD4 16,Hyundai,Solaris,2010,YUTV3SCAXVJ428266,Бледно-зеленый,20
1107,Т735ХM 71,Toyota,Camry,2017,BPN2806D78AME5530,Темный хаки,23
1108,006CD4 196,Toyota,Camry,2009,UEW4UXMU36HZB4403,Малиновый,276
1109,B572AН 164,Toyota,RAV4,2014,LEA7SLNL6JP1N0269,Светло-синий,745
1110,ХО722 82,Lada,Vesta,2002,JC0TRZ17XNJKC0652,Лазурный,155
1111,EУ6141 75,Lada,Granta,2006,EV2WAYG98BJ1V0050,Светло-зеленый,351
1112,9778СB 12,Hyundai,Creta,2025,GZP7N2NG4J3K72487,Серебряный,819
1113,РB0887 198,Hyundai,Creta,2014,N5LSA98C1SJ1K7901,Розовый,714
1114,О3099 154,Lada,Granta,2002,X7K7LBZK7WH7U2767,Темно-розовый,864
1115,РM678 60,Toyota,Camry,2008,TDV7RJFSXPP9K1116,Черный,795
1116,B8747 29,Hyundai,Solaris,2017,LTFHDBL61AC8H0110,Светло-зеленый,482
1117,004CD1 13,Toyota,Camry,2026,66936WKW5XU7H4815,Шоколадный,257
1118,СA124 57,Hyundai,Solaris,2003,0GX1Z2Y30PVHC9278,Зеленый,998
1119,002D542 154,Toyota,Corolla,2024,W4BR7LJS71XBW6692,Коралловый,999
1120,KХ870 83,Hyundai,Solaris,2023,TFDKHNEV92CZL5082,Золотой,35
1121,008T028 53,Toyota,Corolla,2023,H10VCT9R27JW48494,Темный хаки,790
1122,РН5379 30,Lada,Niva,2021,S2U29F010X1TX0029,Пурпурный,214
1123,4655KA 26,Hyundai,Creta,2021,0BA89Z7S6DB0E9035,Васильковый,985
1124,E4424 116,Kia,Sportage,2005,S4D6GHAA6ZKUS3322,Коричневый,645
1125,1081СО 136,Lada,Niva,2017,08FEVLB6XGV904554,Слоновая кость,534
1126,Х489УУ 80,Lada,Granta,2015,GGABMVC35P4DV3748,Желтый,654
1127,KE0608 44,Kia,Rio,2011,1WYFURXPXVY6L8598,Индиго,909
1128,KK383 81,Lada,Niva,2006,3BFJ4LUJ7AW807619,Красный,997
1129,007CD9 69,Lada,Vesta,2020,0H3NAAG96VFV07561,Бежевый,445
1130,Р117НУ 59,Kia,Rio,2005,MSWWJXFP8KKGZ1067,Светло-зеленый,814
1131,Х167УР 85,Kia,Optima,2003,Z4F2AJ9E3EK8X0083,Фиолетовый,406
1132,Н039УK 113,Toyota,Camry,2001,EZ1CPHD780P2H3731,Светло-серый,596
1133,9875ТТ 199,Hyundai,Tucson,2019,E9B9X30F573TB9863,Аквамарин,159
1134,ОР3038 15,Kia,Rio,2007,R5GSX3WR4HH589864,Светло-голубой,162
1135,BA5427 32,Hyundai,Solaris,2021,LMWE17Z34ZKBE8725,Аквамарин,634
1136,EУ275 28,Kia,Optima,2001,8NAY0F589RREA4341,Зеленый,62
1137,Р9727 76,Kia,Optima,2004,W8ZHT2NC1J4RE4657,Темный хаки,719
1138,008T698 79,Volkswagen,Polo,2004,7UJSA96Y4LF157360,Синий,500
1139,A778KB 85,Toyota,Corolla,2017,ATDXG5Y494Z6C3225,Темно-серый,808
1140,2744НM 161,Kia,Sportage,2023,JJXAVYBJ7WK2T4771,Серый,198
1141,7994EA 65,Lada,Niva,2012,8DXUACVR3D2YY1825,Светло-зеленый,367
1142,Т281EB 29,Toyota,Corolla,2001,SDL8PUX56AL7C0262,Темно-синий,497
1143,ОE4372 92,Hyundai,Tucson,2009,BZG27AN90B35A0043,Розовато-лавандовый,556
1144,002CD4 178,Hyundai,Solaris,2018,STUWZD2C8H4DX1729,Тусклый серый,192
1145,K684СB 53,Volkswagen,Jetta,2010,7RY7JL508UNFZ0849,Темно-розовый,750
1146,Т056СM 61,Hyundai,Creta,2026,DG474WPB6XA9M8799,Слоновая кость,614
1147,005T022 159,Volkswagen,Tiguan,2002,F8ABXAPH21F1V4955,Светло-зеленый,544
1148,СE4677 126,Toyota,Corolla,2009,FRVYC1VL31SUB1638,Серый,840
1149,Т0990 197,Kia,Optima,2011,DW9A8YRH85JNK8036,Темный хаки,465
1150,У919НО 81,Lada,Niva,2016,2LHK5HB99399E8356,Тусклый серый,389
1151,B486KО 43,Toyota,Camry,2019,3NGS3X1G9PC6V3517,Васильковый,878
1152,B8456 37,Kia,Optima,2007,5GVS7BTM9YPMZ0889,Белый,329
1153,KР8816 173,Lada,Niva,2017,Z3SM57ZV2B6XV4473,Розовато-лавандовый,839
1154,MН4770 68,Hyundai,Solaris,2016,3MMZCKPT1PK654327,Пурпурный,700
1155,ОН7701 61,Hyundai,Tucson,2004,RARS64P9X3LGS7920,Темно-зеленый,628
1156,О606УО 154,Kia,Sportage,2013,CAFYMMDZ16GF08333,Тусклый серый,657
1157,СН8206 174,Kia,Rio,2003,ULDGYV63461329002,Темно-голубой,536
1158,ХО617 03,Lada,Vesta,2026,ZZSGK5S0310JA7765,Тусклый серый,961
1159,B291НK 64,Toyota,Camry,2001,CWLAX5WS5J9CD6162,Светло-синий,207
1160,B701РР 52,Lada,Granta,2006,KS2EJRG82C79D7507,Темно-серый,102
1161,Н497ОE 121,Lada,Niva,2020,YJ52EVN70TRBC4164,Каштановый,857
1162,003D278 67,Hyundai,Tucson,2015,3AJTDPPN16GN90121,Темно-фиолетовый,539
1163,НТ301 196,Volkswagen,Jetta,2001,PHY4MJGP3L0519914,Шоколадный,376
1164,У887AУ 99,Toyota,RAV4,2022,5FU2J950XTYXN1004,Коралловый,73
1165,A848ОН 152,Lada,Vesta,2020,BNMUR0BA4J7W69054,Аквамарин,504
1166,ОР9293 72,Lada,Granta,2025,3W1RGY0F6M6WP5838,Оранжевый,655
1167,AM700 54,Lada,Granta,2017,C1VS9WFA4AWKD5538,Светло-серый,762
1168,EХ225 113,Hyundai,Creta,2025,UDKDWF9E9GUXP0146,Серебряный,726
1169,K954BС 55,Lada,Niva,2008,A4DY738203P344433,Белый,542
1170,4096ХA 113,Lada,Niva,2002,XSZJSPLK1WVRN2252,Индиго,855
1171,НХ4429 32,Kia,Rio,2006,YYM26D0P9H9BB2674,Синий,984
1172,О9523 83,Volkswagen,Polo,2003,7HV5JB2E0E8BG5777,Бежевый,743
1173,ТK3623 16,Toyota,RAV4,2012,YMNDDWCK14ULN7763,Розовато-лавандовый,195
1174,РО469 16,Toyota,RAV4,2021,NYE2FYZL79CTW8144,Зеленый,255
1175,Т750НО 17,Volkswagen,Tiguan,2017,7NNP73YK5SR769818,Фуксия,768
1176,1718РE 177,Volkswagen,Golf,2023,16BTZD8N54R4P6242,Оранжевый,109
1177,B976ТA 60,Volkswagen,Jetta,2021,HFM0S95K19FBY7190,Сливовый,470
1178,A325РН 25,Hyundai,Solaris,2005,8BF3CKZ436V965643,Красный,812
1179,У631BС 96,Toyota,RAV4,2012,W25YDN2LXC77E4459,Сине-фиолетовый,517
1180,НM099 81,Kia,Optima,2005,CG7FN2MH7X8R90764,Оранжевый,547
1181,3681KB 52,Volkswagen,Golf,2011,MEJ1W92V5HMK48458,Малиновый,925
1182,EР602 95,Kia,Optima,2010,4UUY9MBV5HN839344,Серый,866
1183,Р2108 36,Kia,Sportage,2024,1TDHJCY73MVNH0842,Малиновый,649
1184,РK349 177,Hyundai,Tucson,2010,9KTZCAAM6BVVG3502,Оранжево-красный,624
1185,У3384 79,Toyota,RAV4,2017,8EX1MYYM4A33K2221,Античный Белый,220
1186,003CD4 124,Hyundai,Tucson,2023,4CEXDKPD47LTF5002,Светло-голубой,261
1187,ОО943 71,Kia,Sportage,2014,MZRK5XL82LFAR3445,Хаки,983
1188,K5942 92,Hyundai,Solaris,2023,D6ZS7STS1Z3673342,Темно-розовый,36
1189,ХB8249 199,Kia,Optima,2000,W1NG85G3XSN7B6547,Желто-зеленый,531
1190,У9075 40,Toyota,Corolla,2000,N7CZFGPT0KLUM2933,Сине-фиолетовый,308
1191,ХС2309 152,Toyota,Camry,2010,YS3MUVTP7DEKG6124,Сине-фиолетовый,23
1192,ОР9389 126,Kia,Optima,2016,PA7JEXDM1E66S2908,Розовый,570
1193,006T744 97,Volkswagen,Tiguan,2003,UVC91W567G80S1694,Цвет морской волны,39
1194,1870ХB 60,Hyundai,Creta,2004,EWH2NH55XL88X9994,Темно-красный,142
1195,ОB227 154,Kia,Sportage,2018,2JN6AAMZ284FN9370,Ярко-розовый,256
1196,003D189 93,Toyota,Corolla,2025,32KBGS387WBSE2854,Сине-фиолетовый,308
1197,000D810 80,Lada,Niva,2012,UV4H9NV23RH0A3540,Темно-серый,583
1198,ТС8876 17,Toyota,RAV4,2002,TJJ5B60FXNDY34960,Сливовый,741
1199,E2352 67,Kia,Sportage,2005,HDR68FX45AZHY5716,Пурпурный,500
1200,MС0096 46,Volkswagen,Polo,2019,T8HRHZFZ1UUZM5601,Светло-серый,658
