policy_id,car_id,company,start_date,end_date,cost
1399,1125,Росгосстрах,2025-03-07,2026-03-07,13724
1400,888,Т-Страхование,2024-10-25,2025-10-25,20387
1401,449,АльфаСтрахование,2024-12-05,2025-12-05,23223
1402,485,Ингосстрах,2024-07-11,2025-07-11,6762
1403,310,Т-Страхование,2025-12-20,2026-12-20,23363
1404,792,АльфаСтрахование,2025-10-31,2026-10-31,17625
1405,414,Росгосстрах,2024-07-08,2025-07-08,13658
1406,184,АльфаСтрахование,2025-11-18,2026-11-18,15384
1407,70,АльфаСтрахование,2026-01-19,2027-01-19,24844
1408,924,Ингосстрах,2024-09-09,2025-09-09,7666
1409,614,Росгосстрах,2025-06-06,2026-06-06,10787
1410,33,Росгосстрах,2024-05-01,2025-05-01,7425
1411,1192,Росгосстрах,2025-12-16,2026-12-16,17610
1412,1012,Т-Страхование,2024-10-04,2025-10-04,12540
1413,856,Ингосстрах,2024-11-07,2025-11-07,10731
1414,483,Т-Страхование,2024-07-07,2025-07-07,15160
1415,951,Т-Страхование,2025-09-28,2026-09-28,8998
1416,237,Ингосстрах,2025-09-09,2026-09-09,16215
1417,1089,Ингосстрах,2025-05-19,2026-05-19,24140
1418,979,АльфаСтрахование,2026-01-03,2027-01-03,21621
1419,622,Росгосстрах,2025-10-01,2026-10-01,5105
1420,1064,Росгосстрах,2024-05-25,2025-05-25,7456
1421,128,Ингосстрах,2025-10-08,2026-10-08,9626
1422,187,АльфаСтрахование,2025-09-01,2026-09-01,13667
1423,43,Т-Страхование,2025-11-13,2026-11-13,18864
1424,845,Т-Страхование,2024-09-11,2025-09-11,22132
1425,775,Росгосстрах,2026-01-30,2027-01-30,22423
1426,797,Т-Страхование,2026-03-30,2027-03-30,14491
1427,724,АльфаСтрахование,2025-06-11,2026-06-11,12978
1428,1059,АльфаСтрахование,2024-11-27,2025-11-27,19935
1429,465,АльфаСтрахование,2025-06-25,2026-06-25,9024
1430,94,Т-Страхование,2024-05-05,2025-05-05,14883
1431,897,Т-Страхование,2025-06-21,2026-06-21,5823
1432,396,Росгосстрах,2025-04-19,2026-04-19,6310
1433,962,Т-Страхование,2025-10-05,2026-10-05,20002
1434,391,Ингосстрах,2024-11-02,2025-11-02,13078
1435,483,Т-Страхование,2024-11-12,2025-11-12,13642
1436,163,Ингосстрах,2025-05-12,2026-05-12,15118
1437,186,АльфаСтрахование,2024-08-24,2025-08-24,20756
1438,757,Т-Страхование,2024-06-27,2025-06-27,23638
1439,1098,Росгосстрах,2025-09-04,2026-09-04,10747
1440,938,АльфаСтрахование,2024-11-08,2025-11-08,6871
1441,404,Ингосстрах,2026-01-08,2027-01-08,10372
1442,747,Росгосстрах,2025-03-10,2026-03-10,10062
1443,2,Т-Страхование,2025-05-08,2026-05-08,16741
1444,698,Ингосстрах,2025-09-28,2026-09-28,18114
1445,1022,Росгосстрах,2026-04-05,2027-04-05,5343
1446,587,Т-Страхование,2024-10-19,2025-10-19,16593
1447,1122,Т-Страхование,2024-10-14,2025-10-14,6419
1448,204,АльфаСтрахование,2025-01-05,2026-01-05,22000
1449,40,Т-Страхование,2025-03-03,2026-03-03,6065
1450,393,Ингосстрах,2024-10-21,2025-10-21,8268
1451,247,Т-Страхование,2026-04-04,2027-04-04,11427
1452,1104,Т-Страхование,2024-06-05,2025-06-05,7421
1453,73,Росгосстрах,2025-06-21,2026-06-21,5291
1454,1086,АльфаСтрахование,2024-08-02,2025-08-02,6757
1455,212,Ингосстрах,2024-09-14,2025-09-14,11354
1456,703,АльфаСтрахование,2025-08-03,2026-08-03,19710
1457,1140,Росгосстрах,2024-06-03,2025-06-03,6484
1458,670,Т-Страхование,2024-07-14,2025-07-14,6227
1459,1043,Т-Страхование,2024-04-29,2025-04-29,11314
1460,1143,Ингосстрах,2026-03-27,2027-03-27,7803
1461,788,АльфаСтрахование,2024-06-26,2025-06-26,22841
1462,639,Росгосстрах,2025-06-19,2026-06-19,24622
1463,536,Ингосстрах,2024-09-10,2025-09-10,19370
1464,577,Т-Страхование,2025-11-27,2026-11-27,5949
1465,737,Т-Страхование,2024-10-02,2025-10-02,23983
1466,341,АльфаСтрахование,2024-05-13,2025-05-13,10505
1467,130,АльфаСтрахование,2026-04-06,2027-04-06,23720
1468,661,Т-Страхование,2026-01-22,2027-01-22,18609
1469,1105,Ингосстрах,2025-08-14,2026-08-14,11435
1470,1084,АльфаСтрахование,2025-02-13,2026-02-13,11213
1471,671,Т-Страхование,2024-08-07,2025-08-07,9129
1472,548,Росгосстрах,2025-03-18,2026-03-18,24931
1473,711,Росгосстрах,2024-06-04,2025-06-04,20265
1474,1137,Т-Страхование,2024-12-27,2025-12-27,12692
1475,204,АльфаСтрахование,2025-02-13,2026-02-13,20168
1476,1062,Т-Страхование,2024-06-03,2025-06-03,23327
1477,750,Т-Страхование,2024-08-25,2025-08-25,21795
1478,961,Т-Страхование,2024-12-18,2025-12-18,19886
1479,415,Т-Страхование,2024-09-23,2025-09-23,24548
1480,743,Т-Страхование,2025-03-27,2026-03-27,22512
1481,1067,Росгосстрах,2024-05-06,2025-05-06,21967
1482,661,Т-Страхование,2025-02-07,2026-02-07,19302
1483,715,АльфаСтрахование,2026-04-17,2027-04-17,8881
1484,781,АльфаСтрахование,2024-12-08,2025-12-08,14965
1485,1077,Т-Страхование,2024-12-27,2025-12-27,23103
1486,776,Ингосстрах,2026-01-23,2027-01-23,22083
1487,49,Росгосстрах,2025-02-12,2026-02-12,6685
1488,676,Росгосстрах,2026-02-01,2027-02-01,8041
1489,1036,Ингосстрах,2024-06-08,2025-06-08,9545
1490,769,Ингосстрах,2024-05-09,2025-05-09,9052
1491,10,АльфаСтрахование,2025-03-03,2026-03-03,9797
1492,104,Ингосстрах,2026-03-23,2027-03-23,22513
1493,491,Ингосстрах,2026-03-23,2027-03-23,23944
1494,662,Т-Страхование,2025-10-04,2026-10-04,23115
1495,1072,Росгосстрах,2025-04-07,2026-04-07,22462
1496,458,Ингосстрах,2024-06-07,2025-06-07,9393
1497,771,АльфаСтрахование,2024-10-03,2025-10-03,19665
1498,501,АльфаСтрахование,2025-03-09,2026-03-09,19479
1499,812,Росгосстрах,2024-07-08,2025-07-08,19297
1500,934,Росгосстрах,2025-04-05,2026-04-05,18039
