fine_id,car_id,date,violation,amount,status
3616,191,2025-04-07,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3617,107,2024-07-22,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3618,9,2023-08-01,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3619,88,2024-12-16,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3620,832,2024-04-05,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3621,326,2024-02-01,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3622,508,2024-01-05,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3623,380,2025-07-19,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3624,213,2024-08-21,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3625,964,2024-10-25,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3626,347,2025-01-14,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3627,489,2024-04-05,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3628,1072,2024-04-15,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3629,385,2025-02-08,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3630,122,2025-01-16,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3631,796,2026-02-17,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3632,600,2023-05-01,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3633,843,2024-02-03,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
3634,552,2024-04-04,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3635,861,2024-09-26,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3636,1020,2023-12-08,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3637,831,2023-09-15,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3638,263,2025-06-05,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3639,246,2025-12-28,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3640,272,2025-10-01,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3641,512,2026-02-08,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3642,809,2023-11-17,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3643,567,2023-10-05,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3644,6,2023-10-23,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3645,29,2025-09-07,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3646,423,2024-01-19,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3647,253,2025-08-01,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3648,842,2025-10-01,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3649,564,2023-08-09,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3650,299,2024-05-13,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3651,386,2023-06-05,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
3652,1004,2026-04-16,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3653,896,2024-09-06,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3654,888,2023-08-17,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3655,123,2023-05-25,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3656,593,2023-12-20,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3657,589,2025-03-28,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3658,363,2023-09-04,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3659,970,2025-11-27,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3660,134,2023-05-21,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3661,621,2024-10-21,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3662,412,2026-01-13,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3663,977,2025-07-11,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
3664,329,2023-09-07,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3665,274,2024-06-09,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3666,996,2025-04-07,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3667,1044,2025-12-20,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3668,225,2025-10-03,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3669,1070,2025-02-03,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3670,557,2026-02-24,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3671,636,2023-07-12,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3672,129,2024-09-22,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3673,495,2024-11-29,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3674,501,2023-11-28,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
3675,1177,2024-05-05,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3676,375,2024-03-25,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3677,7,2023-06-17,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3678,671,2025-10-27,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3679,860,2024-05-25,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3680,986,2025-04-05,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3681,628,2025-10-05,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3682,515,2025-03-23,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3683,409,2025-01-10,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3684,1158,2025-07-02,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3685,779,2025-07-20,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3686,502,2024-09-28,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3687,731,2024-06-10,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3688,1091,2024-02-24,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3689,883,2024-06-02,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3690,157,2026-01-17,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3691,474,2024-12-12,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3692,420,2024-06-22,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3693,149,2024-09-09,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3694,904,2025-06-18,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3695,440,2023-12-21,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3696,75,2025-11-27,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3697,838,2024-09-08,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3698,922,2024-05-29,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
3699,698,2025-01-08,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3700,244,2024-03-08,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3701,1100,2025-05-03,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
3702,91,2024-03-11,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3703,1109,2024-05-13,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3704,1003,2024-03-30,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3705,844,2023-05-09,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3706,182,2023-06-27,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3707,1179,2024-04-03,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3708,715,2023-05-04,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
3709,1140,2024-06-20,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3710,200,2025-04-01,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3711,44,2023-09-24,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3712,353,2024-12-06,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3713,93,2026-02-24,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3714,429,2025-01-12,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3715,944,2023-12-15,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3716,463,2024-04-23,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3717,242,2024-07-08,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3718,751,2026-01-31,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3719,885,2024-01-23,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3720,326,2024-11-12,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3721,351,2024-05-12,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3722,359,2026-01-20,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3723,223,2023-07-05,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3724,434,2023-10-28,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3725,223,2023-11-05,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3726,546,2026-01-01,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3727,1088,2025-07-19,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3728,1200,2025-12-26,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3729,323,2023-09-09,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
3730,1092,2025-10-31,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3731,920,2024-07-14,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3732,912,2023-05-12,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3733,439,2023-04-30,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
3734,402,2023-10-09,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3735,1097,2023-09-10,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3736,1191,2023-11-21,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3737,111,2025-10-22,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3738,232,2024-10-09,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3739,1190,2023-11-18,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
3740,109,2023-07-13,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3741,475,2025-05-21,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3742,104,2026-02-18,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3743,1114,2025-06-12,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3744,1104,2023-09-29,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3745,1076,2025-08-02,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3746,535,2025-06-01,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3747,366,2026-02-06,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3748,421,2024-07-20,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3749,184,2023-09-22,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3750,906,2024-08-07,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3751,165,2024-12-14,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3752,944,2024-10-15,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3753,692,2025-01-29,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3754,56,2025-01-31,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3755,63,2026-01-29,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3756,1200,2024-04-25,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3757,985,2025-03-23,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3758,900,2023-07-02,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3759,761,2025-05-29,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3760,53,2023-06-20,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3761,641,2025-12-30,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3762,1033,2024-06-02,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3763,535,2026-03-31,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3764,303,2024-04-24,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3765,1106,2026-01-12,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3766,1070,2026-02-11,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
3767,309,2025-04-30,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3768,1027,2024-02-21,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3769,644,2025-04-01,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3770,1039,2026-04-21,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3771,91,2024-11-14,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3772,536,2023-08-27,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3773,708,2024-05-24,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3774,741,2024-04-24,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3775,1086,2024-11-24,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3776,1154,2024-04-29,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3777,306,2024-09-03,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
3778,467,2024-10-21,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3779,101,2024-06-05,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3780,1182,2025-02-16,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3781,1132,2024-01-05,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3782,109,2023-11-05,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3783,841,2023-12-16,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3784,1144,2026-03-16,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3785,35,2025-08-02,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
3786,379,2024-08-02,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3787,549,2025-04-04,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3788,803,2025-01-11,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3789,255,2024-12-15,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3790,11,2023-06-18,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3791,364,2023-07-20,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3792,1021,2025-11-28,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
3793,1057,2025-05-19,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3794,1083,2024-08-12,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3795,549,2025-10-06,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3796,290,2023-04-26,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3797,605,2025-10-04,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3798,1171,2023-09-12,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3799,835,2026-01-22,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3800,498,2023-12-19,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3801,755,2024-12-05,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3802,883,2023-10-08,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3803,516,2025-11-21,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3804,800,2024-04-09,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3805,321,2024-11-24,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3806,596,2025-09-01,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
3807,383,2023-09-23,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3808,756,2024-11-16,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3809,602,2023-09-28,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3810,174,2024-07-29,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3811,843,2023-09-21,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
3812,1051,2025-08-16,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3813,1035,2024-11-20,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3814,463,2025-12-15,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3815,495,2024-07-28,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3816,1063,2023-07-21,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3817,680,2023-07-22,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
3818,954,2024-08-18,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3819,697,2025-06-23,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3820,597,2025-11-19,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3821,428,2025-01-06,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3822,398,2024-09-25,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
3823,646,2025-02-27,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
3824,809,2023-05-06,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3825,210,2025-08-28,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3826,932,2024-05-16,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3827,1115,2024-12-14,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3828,494,2025-09-14,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3829,1009,2024-11-17,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3830,662,2024-06-17,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
3831,833,2026-02-28,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3832,172,2024-06-19,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3833,1035,2025-11-07,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3834,798,2024-08-23,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3835,834,2024-11-30,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3836,18,2026-04-17,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3837,428,2025-09-19,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3838,219,2025-04-18,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3839,230,2025-04-11,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3840,1073,2024-11-04,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3841,773,2024-11-16,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3842,541,2025-02-17,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
3843,246,2023-08-05,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3844,7,2023-12-29,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
3845,803,2024-05-10,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3846,275,2024-07-20,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
3847,638,2023-05-20,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3848,1078,2023-07-03,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3849,588,2023-08-29,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3850,463,2026-04-11,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3851,978,2024-09-14,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3852,286,2023-11-17,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3853,399,2024-01-26,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3854,442,2025-11-30,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3855,303,2023-06-03,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3856,564,2024-07-23,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3857,158,2023-06-02,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3858,603,2025-12-25,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3859,835,2023-09-10,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3860,752,2024-10-30,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3861,487,2023-06-02,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3862,878,2025-05-12,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3863,1064,2025-02-20,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3864,264,2024-01-05,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3865,87,2025-11-01,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3866,1066,2024-06-16,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3867,800,2024-01-14,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3868,182,2023-05-30,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3869,792,2023-09-23,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3870,149,2023-12-09,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3871,205,2023-10-10,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3872,521,2025-04-06,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3873,107,2023-11-22,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
3874,1127,2024-02-06,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3875,223,2023-06-28,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3876,870,2025-10-29,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
3877,432,2024-08-02,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3878,595,2024-04-03,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
3879,238,2024-05-25,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3880,11,2024-01-19,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3881,398,2024-02-09,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3882,977,2023-05-31,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3883,1083,2025-07-06,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3884,435,2023-11-23,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3885,255,2024-07-28,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3886,925,2023-09-02,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3887,98,2026-03-04,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3888,1190,2025-11-09,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3889,586,2025-08-21,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3890,928,2026-02-03,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3891,340,2024-11-02,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3892,1174,2025-04-12,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3893,1173,2025-03-31,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
3894,1132,2025-06-27,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3895,935,2025-04-30,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3896,606,2024-03-16,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3897,1187,2024-07-15,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3898,509,2023-10-12,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3899,211,2026-02-26,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3900,635,2024-04-29,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3901,359,2025-03-16,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3902,379,2023-12-11,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3903,603,2024-03-11,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3904,828,2023-06-24,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3905,836,2026-04-19,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3906,1143,2025-04-02,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3907,242,2024-04-08,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3908,63,2024-08-25,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3909,443,2025-05-28,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3910,1065,2023-09-25,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3911,741,2026-01-08,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3912,284,2024-03-18,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3913,36,2024-12-20,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3914,7,2023-08-08,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
3915,242,2025-06-10,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
3916,890,2025-03-14,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3917,302,2025-04-17,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3918,1116,2024-05-22,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3919,545,2025-10-07,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3920,784,2025-06-04,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3921,834,2025-06-30,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3922,31,2025-10-30,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
3923,202,2024-11-02,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
3924,390,2024-03-13,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3925,1171,2026-03-19,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3926,516,2024-11-08,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3927,817,2024-01-02,Нарушение правил парковки (12.19 КоАП),1500,оплачен
3928,637,2024-09-03,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3929,84,2025-07-30,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
3930,980,2024-08-31,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
3931,14,2024-05-11,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3932,890,2024-08-30,Непристегнутый ремень (12.6 КоАП),1000,оплачен
3933,129,2024-09-07,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
3934,793,2026-01-05,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3935,167,2025-12-09,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
3936,686,2025-09-26,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
3937,99,2024-10-04,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
3938,1081,2023-10-27,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
